基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
110005,易方达积极成长混合,F0000003WM,3,3,26.09,低,18.25,低,0.35,低
240020,华宝兴业医药生物混合,0P0000V6WO,2,0,31.60,偏低,21.55,偏低,0.25,低
166002,中欧新蓝筹混合 -A,F0000004AM,5,5,21.92,低,12.42,低,0.92,高
160105,南方积极配置混合(LOF),F0000003WP,4,3,29.22,低,18.96,偏低,0.63,中
070019,嘉实价值优势混合,0P0000NRQT,3,3,29.80,偏低,20.19,偏低,0.39,偏低
090003,大成蓝筹稳健混合,F0000003W5,2,2,28.65,低,19.92,偏低,0.35,低
630006,华商产业升级混合,0P0000O3DF,3,3,36.33,中,23.85,中,0.59,中
688888,浙商聚潮产业成长混合,0P0000SVXH,4,4,23.10,低,13.08,低,0.86,高
070021,嘉实主题新动力混合,0P0000Q6RW,3,3,35.03,中,22.42,中,0.47,偏低
460002,华泰柏瑞积极成长混合A,F00000042N,4,4,30.76,偏低,18.42,低,0.69,中
110015,易方达行业领先混合,F0000004EK,2,3,38.01,高,25.31,高,0.45,偏低
460001,华泰柏瑞盛世中国混合,F0000003XK,2,2,32.95,偏低,23.69,中,0.30,低
210005,金鹰主题优势混合,0P0000RR96,2,2,42.50,高,25.82,高,0.40,偏低
210001,金鹰成份股优选混合,F020210000,4,4,13.92,低,6.33,低,0.99,高
180031,银华中小盘精选混合,0P0000W7MZ,5,0,34.06,中,20.76,偏低,0.94,高
163803,中银持续增长混合A,F0000003Z2,2,2,36.78,中,24.39,中,0.39,偏低
519150,新华优选消费混合,0P0000W40Z,4,0,31.05,偏低,19.39,偏低,0.72,高
519039,长盛同德主题混合,F000000449,4,4,22.31,低,12.18,低,0.78,高
070027,嘉实周期优选混合,0P0000UI8B,3,4,31.27,偏低,20.69,偏低,0.70,中
166006,中欧行业成长混合(LOF) -A,F0000004I6,3,2,31.33,偏低,20.34,偏低,0.57,中
090004,大成精选增值混合,F0000003WR,3,3,31.90,偏低,19.68,偏低,0.56,中
040007,华安中小盘成长混合,F00000042B,3,3,32.59,偏低,21.05,偏低,0.69,中
020023,国泰事件驱动策略混合,0P0000TOF3,3,4,31.01,偏低,21.94,中,0.46,偏低
540004,汇丰晋信2026周期混合,F0000004CF,2,3,32.22,偏低,22.07,中,0.37,低
163402,兴全趋势投资混合(LOF),F0000003YF,5,5,18.96,低,10.61,低,1.20,高
360010,光大保德信均衡精选混合,F0000004EB,4,3,26.65,低,16.18,低,0.75,高
000001,华夏成长混合,F020000001,2,3,26.27,低,18.55,低,0.22,低
163818,中银中小盘成长混合,0P0000UDN9,2,2,35.89,中,25.93,高,0.33,低
519005,海富通股票混合,F0000003XZ,1,1,31.57,偏低,22.85,中,0.06,低
162006,长城久富核心成长混合(LOF),F000000420,2,2,32.89,偏低,23.62,中,0.29,低
020015,国泰区位优势混合,F0000004FE,3,4,33.14,中,21.87,中,0.59,中
161903,万家行业优选混合 (LOF),0P0000ZEAH,4,0,29.08,低,16.99,低,0.79,高
070032,嘉实优化红利混合,0P0000W8X4,4,0,27.99,低,14.77,低,0.89,高
121008,国投瑞银成长优选混合,F00000047P,3,3,27.38,低,19.06,偏低,0.51,偏低
519181,万家和谐增长混合,F00000041F,4,4,27.22,低,16.59,低,0.66,中
580009,东吴内需增长混合,0P0000XRXH,3,0,27.63,低,18.80,偏低,0.32,低
233007,大摩卓越成长混合,0P0000NN33,3,4,40.07,高,25.07,高,0.63,中
202003,南方绩优成长混合A,F00000041J,3,3,35.52,中,22.81,中,0.49,偏低
040025,华安科技动力混合,0P0000UNXI,5,5,33.37,中,20.79,偏低,0.82,高
398041,中海量化策略混合,F0000004FW,3,3,26.47,低,17.87,低,0.70,中
320011,诺安中小盘精选混合,F0000004JB,5,5,21.98,低,11.17,低,1.41,高
166001,中欧新趋势混合(LOF) -A,F00000041U,5,5,25.30,低,13.96,低,0.91,高
570001,诺德价值优势混合,F00000042C,3,3,28.44,低,18.31,低,0.64,中
020001,国泰金鹰增长混合,F020020001,4,4,31.26,偏低,19.61,偏低,0.65,中
162607,景顺长城资源垄断混合(LOF),F0000003YY,2,2,36.12,中,26.14,高,0.36,低
481001,工银核心价值混合A,F0000003Y6,3,3,32.45,偏低,22.92,中,0.38,低
690007,民生加银景气行业混合,0P0000UDWD,4,4,30.35,偏低,18.41,低,0.72,高
519694,交银蓝筹混合,F00000043W,3,3,29.56,偏低,20.34,偏低,0.46,偏低
110010,易方达价值成长混合,F000000429,2,2,35.46,中,23.99,中,0.39,偏低
710001,富安达优势成长混合,0P0000TV8E,2,1,50.10,高,31.24,高,0.47,偏低
700001,平安大华行业先锋混合,0P0000TURA,1,2,37.56,高,26.20,高,0.17,低
000480,东方红新动力灵活配置混合,0P00011MQ2,0,0,26.09,低,13.95,低,1.07,高
160215,国泰价值经典混合(LOF),0P0000P0SK,4,4,32.97,偏低,20.41,偏低,0.89,高
519997,长信银利精选混合,F0000003X1,3,2,35.42,中,22.88,中,0.52,偏低
450002,国富弹性市值混合,F0000003ZS,4,4,28.08,低,16.99,低,0.65,中
202005,南方成份精选混合,F00000042O,5,4,24.75,低,12.26,低,1.11,高
165508,信诚深度价值混合(LOF),0P0000OPYR,2,3,40.69,高,24.34,中,0.47,偏低
660006,农银大盘蓝筹混合,0P0000PO6J,2,2,27.63,低,21.58,偏低,0.15,低
519069,汇添富价值精选混合A,F0000004E2,5,5,27.15,低,15.33,低,1.08,高
519674,银河创新成长混合,0P0000RU7I,3,4,34.43,中,22.17,中,0.52,偏低
050010,博时特许价值混合A,F0000004A2,4,3,27.42,低,16.04,低,0.76,高
202002,南方稳健成长贰号混合,F00000040A,3,3,28.56,低,18.66,低,0.58,中
200015,长城优化升级混合,0P0000VOHJ,3,0,38.28,高,25.02,高,0.48,偏低
519185,万家精选混合,F0000004FA,4,5,30.96,偏低,17.39,低,0.79,高
162212,泰达宏利红利先锋混合,F0000004HQ,2,2,31.74,偏低,21.63,偏低,0.15,低
050012,博时策略混合,F0000004GJ,3,3,24.10,低,16.70,低,0.66,中
202001,南方稳健成长混合,F020202001,3,3,28.56,低,18.70,偏低,0.57,中
260110,景顺长城精选蓝筹混合,F00000043G,3,3,31.88,偏低,22.66,中,0.43,偏低
080005,长盛量化红利混合,F0000004HK,4,4,36.62,中,22.21,中,0.73,高
310358,申万菱信新经济混合,F00000041H,2,2,38.10,高,27.38,高,0.28,低
000363,国泰聚信价值优势灵活配置混合C,0P0000ZQ51,5,0,23.75,低,12.11,低,1.16,高
240005,华宝兴业多策略股票,F0000003VX,3,3,30.03,偏低,19.71,偏低,0.51,偏低
020010,国泰金牛创新混合,F00000042J,4,5,25.72,低,17.25,低,0.63,中
050004,博时精选混合A,F0000003WA,4,3,26.50,低,17.47,低,0.75,高
162703,广发小盘成长混合(LOF),F0000003X2,2,2,36.09,中,23.33,中,0.35,低
020009,国泰金鹏蓝筹混合,F00000040S,4,3,25.44,低,15.33,低,0.76,高
000362,国泰聚信价值优势灵活配置混合A,0P0000ZQ31,5,0,23.62,低,12.03,低,1.15,高
020005,国泰金马稳健混合,F0000003W9,3,2,24.08,低,17.22,低,0.38,低
260112,景顺长城能源基建混合,F0000004H2,5,5,20.06,低,10.16,低,1.28,高
163503,天治核心成长混合(LOF),F0000003YN,2,2,30.20,偏低,21.40,偏低,0.25,低
180018,银华和谐主题混合,F0000004F7,3,4,26.48,低,17.76,低,0.50,偏低
420005,天弘周期策略混合,F0000004HW,3,3,33.48,中,22.82,中,0.53,偏低
519690,交银稳健配置混合A,F0000003ZV,3,3,35.43,中,22.98,中,0.51,偏低
160311,华夏蓝筹混合(LOF),F00000042I,3,4,23.71,低,15.68,低,0.61,中
260116,景顺长城核心竞争力混合A,0P0000UNQ3,3,4,32.95,偏低,22.13,中,0.55,中
630015,华商大盘量化精选混合,0P0000Y2ZL,4,0,31.48,偏低,20.88,偏低,0.75,高
270021,广发聚瑞混合,F0000004FU,2,3,31.40,偏低,21.31,偏低,0.16,低
550003,信诚盛世蓝筹混合,F00000049R,3,3,34.01,中,20.80,偏低,0.58,中
163302,大摩资源优选混合(LOF),F0000003Y8,3,2,32.79,偏低,22.68,中,0.38,低
290008,泰信发展主题混合,0P0000RQN4,3,3,35.01,中,22.60,中,0.46,偏低
400015,东方增长中小盘混合,0P0000UNXJ,3,3,32.37,偏低,20.28,偏低,0.39,偏低
730002,方正富邦红利精选混合,0P0000X9GP,2,0,38.77,高,27.07,高,0.46,偏低
519979,长信内需成长混合,0P0000TYLT,2,3,41.25,高,25.92,高,0.41,偏低
000279,华商红利优选混合,0P0000ZB26,5,0,20.00,低,10.07,低,1.23,高
519091,新华泛资源优势混合,F0000004G6,4,5,31.05,偏低,20.06,偏低,0.88,高
310368,申万菱信竞争优势混合,F0000004AK,2,2,36.30,中,25.51,高,0.33,低
519095,新华行业周期轮换混合,0P0000OP9P,4,4,30.90,偏低,20.57,偏低,0.72,高
233015,大摩量化配置混合,0P0000XAK8,4,0,25.99,低,16.14,低,0.94,高
110011,易方达中小盘混合,F0000004AI,4,4,23.26,低,12.32,低,0.98,高
375010,上投摩根中国优势混合,F0000003WN,2,1,37.46,高,24.96,高,0.44,偏低
020003,国泰金龙行业混合,F020020003,5,4,29.33,偏低,16.24,低,0.89,高
270050,广发新经济混合,0P0000XU4E,2,0,38.65,高,25.14,高,0.26,低
180012,银华富裕主题混合,F000000416,4,4,24.03,低,15.88,低,0.86,高
481006,工银红利混合,F00000043R,1,1,34.07,中,23.33,中,0.25,低
519679,银河主题混合,0P0000WNB4,3,0,38.79,高,23.98,中,0.57,中
160211,国泰中小盘成长混合(LOF),F0000004HM,5,5,33.50,中,18.99,偏低,0.89,高
519668,银河竞争优势成长混合,F00000049P,3,4,36.86,中,23.33,中,0.57,中
160212,国泰估值优势混合 (LOF),F0000004JC,5,5,33.87,中,18.34,低,0.95,高
163807,中银优选混合,F0000004EQ,3,3,34.76,中,24.49,高,0.46,偏低
420001,天弘精选混合,F0000003YB,3,2,30.25,偏低,19.57,偏低,0.37,低
000251,工银瑞信金融地产行业混合,0P0000Z4DJ,5,0,30.05,偏低,16.71,低,1.01,高
481008,工银大盘蓝筹混合,F0000004CG,3,3,27.99,低,17.23,低,0.60,中
690005,民生加银内需增长混合,0P0000RZGQ,3,3,37.20,中,24.39,中,0.58,中
240010,华宝兴业行业精选混合,F00000043F,3,3,28.62,低,19.94,偏低,0.36,低
400011,东方核心动力混合,F0000004FK,4,4,28.49,低,17.90,低,0.72,高
260111,景顺长城公司治理混合,F0000004CW,2,2,35.80,中,24.83,高,0.29,低
160505,博时主题行业混合(LOF),F0000003WX,5,5,26.15,低,13.39,低,1.04,高
040016,华安行业轮动混合,0P0000NNCB,4,4,30.75,偏低,18.83,偏低,0.94,高
202007,南方隆元产业主题混合,F00000044B,2,1,35.76,中,23.08,中,0.47,偏低
519991,长信双利优选混合,F0000004A4,3,3,30.63,偏低,20.51,偏低,0.37,低
000057,中银消费主题混合,0P0000YEBX,2,0,29.71,偏低,19.74,偏低,0.27,低
310388,申万菱信消费增长混合,F0000004FM,2,2,33.77,中,23.41,中,0.41,偏低
000328,上投摩根转型动力混合,0P0000ZRVA,2,0,38.83,高,23.45,中,0.42,偏低
257020,国联安精选混合,F0000003YV,4,5,27.91,低,16.52,低,0.71,高
620005,金元顺安核心动力混合,F0000004IO,3,3,27.93,低,15.28,低,0.55,中
460009,华泰柏瑞量化先行混合,0P0000O85P,4,4,30.42,偏低,18.72,偏低,0.82,高
200008,长城品牌优选混合,F00000043Y,3,3,29.23,低,17.46,低,0.65,中
460007,华泰柏瑞行业领先混合,F0000004GF,3,3,33.13,中,22.07,中,0.40,偏低
000017,财通可持续发展主题混合,0P0000Y35B,3,0,35.49,中,22.63,中,0.61,中
162209,泰达宏利市值优选混合,F00000043T,1,1,41.01,高,30.82,高,0.07,低
519672,银河蓝筹混合,0P0000OMSN,3,3,39.16,高,25.39,高,0.51,偏低
090011,大成核心双动力混合,0P0000O9AP,4,4,26.90,低,17.00,低,0.79,高
166005,中欧价值发现混合 -A,F0000004GA,5,5,25.06,低,15.31,低,1.00,高
162203,泰达宏利稳定混合,F020162203,2,2,28.68,低,20.33,偏低,0.29,低
420003,天弘永定价值成长混合,F0000004D8,5,4,25.70,低,16.71,低,1.01,高
630005,华商动态阿尔法混合,F0000004HN,4,5,32.11,偏低,18.89,偏低,0.68,中
360006,光大保德信新增长混合,F00000040M,3,3,32.28,偏低,22.70,中,0.54,中
370027,上投摩根智选30混合,0P0000XYDD,2,0,40.95,高,26.98,高,0.40,偏低
090009,大成行业轮动混合,F0000004GY,3,2,37.20,中,24.78,高,0.56,中
000120,中银美丽中国混合,0P0000YS2B,2,0,34.78,中,23.73,中,0.30,低
210003,金鹰行业优势混合,F0000004FZ,3,3,32.94,偏低,20.80,偏低,0.70,中
398001,中海优质成长混合,F0000003WL,1,1,41.45,高,28.63,高,0.36,低
000172,华泰柏瑞量化增强混合,0P0000YYWK,5,0,27.75,低,16.45,低,1.03,高
040011,华安核心混合,F0000004D2,5,5,22.30,低,12.40,低,1.08,高
540003,汇丰晋信动态策略混合A,F000000426,4,4,30.94,偏低,16.51,低,0.84,高
162202,泰达宏利周期混合,F020162202,3,3,30.22,偏低,20.98,偏低,0.49,偏低
040008,华安策略优选混合,F00000043X,4,3,24.40,低,14.91,低,0.77,高
620008,金元顺安新经济主题混合,0P0000WD3J,1,0,38.55,高,27.52,高,0.18,低
163822,中银主题策略混合,0P0000WMHT,2,0,47.84,高,29.71,高,0.51,偏低
206007,鹏华消费优选混合,0P0000RUX8,3,3,37.56,高,24.61,高,0.54,中
050018,博时行业轮动混合,0P0000Q2U2,2,2,31.19,偏低,22.51,中,0.40,偏低
240022,华宝兴业资源优选混合,0P0000WGXF,4,0,23.32,低,14.69,低,0.96,高
630011,华商主题精选混合,0P0000VYEK,3,0,41.37,高,24.71,高,0.52,偏低
110025,易方达资源行业混合,0P0000TLVQ,3,1,25.82,低,16.54,低,0.75,高
110012,易方达科汇灵活配置混合,F0000004DI,2,3,31.07,偏低,22.10,中,0.33,低
540002,汇丰晋信龙腾混合,F00000040R,4,4,30.74,偏低,16.06,低,0.79,高
519056,海富通内需热点混合,0P000101GW,1,0,41.14,高,29.40,高,0.01,低
